,id,bbox,centers,radius
316,1420,"[[436, 434, 52, 54]]","[(463, 461)]",[27]
317,1430,"[[439, 129, 52, 54]]","[(466, 156)]",[27]
318,1431,"[[1, 132, 16, 50]]","[(26, 157)]",[25]
319,1451,"[[104, 288, 103, 103], [54, 411, 105, 100]]","[(155, 339), (106, 463)]","[51, 52]"
320,1452,"[[438, 324, 73, 93], [438, 452, 73, 61]]","[(484, 370), (474, 488)]","[46, 36]"
321,1453,"[[289, 130, 89, 89], [182, 196, 87, 88], [291, 257, 86, 91], [181, 322, 89, 90], [73, 260, 88, 90], [289, 385, 90, 92], [178, 451, 92, 60], [71, 387, 88, 90], [1, 324, 50, 92], [1, 450, 51, 63]]","[(333, 174), (226, 240), (336, 302), (226, 367), (118, 305), (335, 431), (224, 497), (116, 432), (47, 370), (32, 481)]","[44, 44, 45, 45, 45, 46, 46, 45, 46, 31]"
322,1460,"[[147, 255, 86, 88], [256, 255, 86, 88], [353, 311, 87, 89], [448, 365, 63, 91]]","[(191, 299), (300, 299), (397, 355), (493, 410)]","[44, 44, 44, 45]"
323,1461,"[[0, 367, 61, 87], [49, 279, 96, 97], [134, 183, 104, 103], [69, 69, 102, 105], [57, 0, 99, 41]]","[(18, 410), (97, 327), (186, 235), (121, 121), (106, -8)]","[43, 48, 52, 52, 49]"
324,1462,"[[436, 343, 74, 95], [436, 104, 74, 92], [437, 1, 73, 68]]","[(483, 390), (482, 150), (473, 37)]","[47, 46, 36]"
325,1463,"[[1, 0, 50, 67], [72, 40, 87, 91], [179, 1, 90, 65], [0, 104, 52, 92], [289, 150, 90, 91], [179, 215, 90, 91], [73, 281, 88, 90], [0, 344, 52, 93]]","[(34, 34), (117, 85), (224, 46), (6, 150), (334, 195), (224, 260), (118, 326), (6, 390)]","[33, 45, 45, 46, 45, 45, 45, 46]"
326,1470,"[[159, 289, 62, 65], [397, 289, 62, 64]]","[(191, 321), (429, 321)]","[32, 32]"
327,1471,"[[187, 293, 66, 68], [429, 257, 50, 52], [338, 467, 96, 44]]","[(221, 327), (455, 283), (386, 515)]","[34, 26, 48]"
328,1472,"[[19, 285, 98, 100], [46, 486, 63, 24], [368, 340, 86, 93], [468, 262, 43, 93], [445, 455, 66, 56]]","[(69, 335), (77, 517), (414, 386), (514, 308), (478, 488)]","[50, 31, 46, 46, 33]"
329,1473,"[[120, 49, 119, 123], [292, 49, 120, 122], [463, 48, 49, 120], [460, 269, 51, 92], [356, 341, 89, 93], [246, 264, 87, 91], [428, 447, 83, 65], [252, 415, 87, 91], [153, 487, 77, 25], [75, 383, 88, 92], [0, 456, 60, 57], [0, 264, 81, 92], [119, 265, 90, 90]]","[(181, 110), (353, 110), (523, 108), (506, 315), (402, 387), (291, 309), (469, 488), (297, 460), (191, 525), (121, 429), (30, 486), (35, 310), (164, 310)]","[61, 61, 60, 46, 46, 45, 41, 45, 38, 46, 30, 46, 45]"
330,1474,"[[160, 49, 120, 123], [2, 50, 105, 120], [1, 269, 71, 92], [159, 301, 90, 91], [56, 374, 88, 91], [1, 447, 40, 65]]","[(221, 110), (62, 110), (47, 315), (204, 346), (101, 419), (33, 479)]","[61, 60, 46, 45, 45, 32]"
331,1478,"[[41, 295, 86, 89], [151, 318, 85, 87], [260, 339, 87, 91], [43, 407, 87, 88], [152, 428, 86, 83], [259, 451, 87, 62], [369, 473, 88, 38], [368, 362, 87, 88], [479, 359, 32, 86], [478, 470, 33, 41], [388, 293, 46, 44], [458, 290, 46, 47]]","[(85, 339), (194, 361), (305, 384), (87, 451), (195, 471), (302, 494), (413, 517), (412, 406), (522, 402), (498, 490), (411, 316), (481, 313)]","[44, 43, 45, 44, 43, 43, 44, 44, 43, 20, 23, 23]"
332,1479,"[[4, 357, 85, 87], [3, 468, 88, 43], [1, 293, 27, 45]]","[(47, 400), (47, 512), (23, 315)]","[43, 44, 22]"
333,1480,"[[441, 34, 62, 62], [440, 341, 71, 90], [243, 390, 52, 54], [317, 466, 53, 46], [233, 465, 53, 47]]","[(472, 65), (485, 386), (270, 417), (343, 492), (259, 491)]","[31, 45, 27, 26, 26]"
334,1481,"[[1, 34, 27, 63], [186, 112, 66, 67], [336, 131, 96, 99], [336, 0, 97, 92], [0, 340, 53, 91], [103, 341, 53, 54], [197, 341, 53, 54], [196, 418, 53, 54], [103, 417, 53, 55], [114, 493, 50, 18], [198, 493, 49, 18], [301, 453, 89, 59], [300, 341, 89, 90]]","[(32, 65), (219, 145), (385, 180), (384, 44), (8, 385), (130, 368), (224, 368), (223, 445), (130, 444), (139, 518), (222, 517), (345, 497), (345, 386)]","[31, 33, 49, 48, 45, 27, 27, 27, 27, 25, 24, 44, 45]"
335,1482,"[[43, 11, 67, 69], [445, 1, 67, 73], [415, 158, 88, 93], [311, 230, 88, 91], [487, 267, 25, 81], [383, 334, 89, 92], [191, 367, 89, 92], [193, 480, 86, 33], [82, 340, 89, 91], [82, 452, 90, 58]]","[(77, 45), (481, 37), (461, 204), (356, 275), (527, 307), (429, 380), (237, 413), (236, 523), (127, 385), (127, 497)]","[34, 36, 46, 45, 40, 46, 46, 43, 45, 45]"
336,1483,"[[44, 84, 88, 93], [116, 189, 89, 92], [220, 116, 88, 90], [1, 161, 29, 87], [12, 262, 89, 92], [1, 1, 60, 72], [147, 12, 91, 90], [324, 44, 89, 91], [255, 1, 82, 30], [427, 1, 84, 61], [368, 319, 120, 121], [226, 417, 118, 94]]","[(90, 130), (162, 235), (265, 161), (44, 204), (58, 308), (37, 37), (192, 57), (369, 89), (296, 42), (469, 43), (428, 379), (285, 476)]","[46, 46, 45, 43, 46, 36, 45, 45, 41, 42, 60, 59]"
337,1484,"[[2, 0, 39, 61]]","[(32, 31)]",[30]
338,1487,"[[107, 108, 87, 87], [232, 109, 83, 87], [105, 228, 86, 89], [230, 231, 86, 87], [354, 234, 85, 86], [356, 110, 84, 87]]","[(150, 151), (275, 152), (149, 272), (273, 274), (397, 277), (399, 153)]","[43, 43, 44, 43, 43, 43]"
339,1488,"[[156, 343, 85, 89], [264, 342, 86, 88], [266, 234, 82, 85], [153, 234, 87, 87], [43, 234, 87, 87], [45, 124, 84, 87], [152, 124, 86, 87], [263, 125, 85, 86], [368, 3, 89, 84], [477, 2, 35, 78], [259, 1, 88, 64], [152, 1, 85, 41], [48, 0, 72, 19]]","[(200, 387), (308, 386), (308, 276), (196, 277), (86, 277), (88, 167), (195, 167), (306, 168), (412, 47), (516, 41), (303, 45), (194, 43), (84, -17)]","[44, 44, 42, 43, 43, 43, 43, 43, 44, 39, 44, 42, 36]"
340,1489,"[[5, 0, 85, 80]]","[(47, 38)]",[42]
341,1490,"[[212, 274, 67, 67], [302, 273, 66, 68], [389, 275, 66, 66], [477, 274, 35, 68], [218, 426, 88, 83], [345, 428, 87, 82], [471, 431, 41, 79], [232, 143, 54, 55], [328, 144, 52, 53], [328, 68, 53, 52], [233, 67, 53, 54], [233, 1, 53, 45], [316, 1, 53, 46]]","[(245, 307), (336, 307), (422, 308), (511, 308), (262, 470), (388, 471), (510, 470), (259, 170), (354, 170), (354, 94), (260, 94), (259, 27), (342, 27)]","[33, 34, 33, 34, 44, 43, 39, 27, 26, 26, 27, 26, 26]"
342,1491,"[[3, 275, 67, 67], [103, 263, 88, 88], [1, 428, 84, 83], [196, 19, 54, 52], [197, 96, 52, 53], [113, 19, 54, 54], [300, 0, 89, 69]]","[(36, 308), (147, 307), (43, 470), (223, 46), (223, 122), (140, 46), (344, 25)]","[33, 44, 42, 27, 26, 27, 44]"
343,1492,"[[419, 136, 92, 122], [191, 6, 91, 91], [81, 0, 90, 69]]","[(480, 197), (236, 51), (126, 24)]","[61, 45, 45]"
344,1493,"[[86, 39, 119, 119], [182, 181, 119, 121], [323, 83, 120, 122], [227, 0, 120, 62], [0, 134, 63, 125], [54, 472, 74, 40], [196, 471, 76, 40]]","[(145, 98), (242, 241), (384, 144), (287, 2), (1, 196), (91, 509), (234, 509)]","[59, 60, 61, 60, 62, 37, 38]"
345,1503,"[[26, 482, 109, 31], [201, 485, 106, 26], [379, 487, 99, 26]]","[(80, 536), (254, 538), (428, 536)]","[54, 53, 49]"
346,1504,"[[74, 490, 92, 21], [310, 481, 120, 30]]","[(120, 536), (370, 541)]","[46, 60]"
347,1505,"[[52, 482, 120, 28], [270, 480, 121, 31]]","[(112, 542), (330, 540)]","[60, 60]"
348,1512,"[[492, 28, 20, 93], [492, 194, 19, 94], [492, 357, 21, 94]]","[(538, 74), (539, 241), (539, 404)]","[46, 47, 47]"
349,1513,"[[17, 9, 131, 132], [192, 10, 129, 131], [364, 13, 130, 131], [365, 177, 129, 133], [191, 175, 129, 133], [17, 174, 129, 133], [18, 338, 129, 133], [191, 339, 130, 131], [365, 341, 128, 133]]","[(83, 75), (257, 75), (429, 78), (431, 243), (257, 241), (83, 240), (84, 404), (256, 404), (431, 407)]","[66, 65, 65, 66, 66, 66, 66, 65, 66]"
350,1514,"[[56, 15, 131, 131], [296, 8, 150, 152], [56, 179, 130, 131], [296, 226, 151, 153], [82, 368, 82, 87], [0, 360, 21, 96], [1, 196, 19, 97], [1, 32, 18, 97]]","[(121, 80), (372, 84), (121, 244), (372, 302), (125, 411), (-27, 408), (49, 244), (49, 80)]","[65, 76, 65, 76, 43, 48, 48, 48]"
351,1515,"[[37, 8, 151, 153], [256, 6, 149, 152], [256, 225, 151, 151], [37, 227, 152, 152], [37, 436, 133, 76]]","[(113, 84), (332, 82), (331, 300), (113, 303), (103, 502)]","[76, 76, 75, 76, 66]"
352,1523,"[[18, 29, 131, 131], [19, 192, 130, 136], [192, 193, 130, 132], [192, 29, 131, 134], [366, 31, 129, 134], [367, 196, 129, 133], [367, 360, 130, 133], [193, 358, 129, 132], [19, 358, 130, 131]]","[(83, 94), (87, 260), (258, 259), (259, 96), (433, 98), (433, 262), (433, 426), (259, 424), (84, 423)]","[65, 68, 66, 67, 67, 66, 66, 66, 65]"
353,1524,"[[81, 35, 83, 84], [1, 54, 20, 90], [1, 218, 19, 90], [1, 378, 20, 100], [88, 386, 83, 89], [187, 436, 130, 77]]","[(123, 77), (46, 99), (46, 263), (51, 428), (132, 430), (252, 501)]","[42, 45, 45, 50, 44, 65]"
354,1525,"[[40, 1, 128, 91]]","[(104, 65)]",[64]
355,1532,"[[30, 127, 81, 86], [171, 129, 115, 119], [28, 252, 114, 118], [183, 286, 83, 83], [308, 254, 114, 120], [341, 130, 83, 86], [495, 67, 16, 89], [494, 234, 17, 84]]","[(73, 170), (230, 188), (87, 311), (224, 327), (368, 314), (384, 173), (539, 111), (536, 276)]","[43, 59, 59, 41, 60, 43, 44, 42]"
356,1533,"[[21, 45, 128, 133], [192, 48, 130, 133], [364, 50, 132, 136], [367, 210, 130, 131], [192, 213, 129, 130], [19, 211, 131, 132]]","[(87, 111), (258, 114), (432, 118), (432, 275), (257, 278), (85, 277)]","[66, 66, 68, 65, 65, 66]"
357,1534,"[[76, 29, 82, 83], [189, 0, 128, 94], [76, 144, 82, 84], [1, 72, 21, 94], [0, 229, 21, 96]]","[(117, 70), (253, 30), (118, 186), (48, 119), (-27, 277)]","[41, 64, 42, 47, 48]"
358,1556,"[[226, 280, 129, 133], [402, 280, 109, 131], [341, 469, 117, 43], [156, 469, 121, 42]]","[(292, 346), (467, 345), (399, 527), (216, 529)]","[66, 65, 58, 60]"
359,1557,"[[139, 280, 130, 131], [235, 467, 122, 44], [48, 468, 121, 43], [1, 279, 59, 134]]","[(204, 345), (296, 528), (108, 528), (68, 346)]","[65, 61, 60, 67]"
360,1565,"[[218, 335, 131, 134]]","[(285, 402)]",[67]
361,1566,"[[152, -1, 130, 128], [334, 2, 130, 126]]","[(217, 64), (399, 67)]","[65, 65]"
362,1567,"[[45, 1, 130, 128], [230, 1, 133, 128], [38, 174, 130, 130], [202, 172, 128, 131], [365, 173, 130, 131], [366, 337, 129, 133], [202, 336, 129, 133], [38, 337, 127, 133]]","[(110, 66), (296, 67), (103, 239), (267, 237), (430, 238), (432, 403), (268, 402), (104, 403)]","[65, 66, 65, 65, 65, 66, 66, 66]"
363,1575,"[[264, 164, 130, 132], [105, 26, 130, 132]]","[(330, 230), (171, 92)]","[66, 66]"
364,1577,"[[37, 29, 128, 132], [201, 29, 128, 129], [364, 28, 131, 133]]","[(103, 95), (265, 93), (430, 94)]","[66, 64, 66]"
365,1578,"[[0, 47, 19, 92]]","[(-27, 93)]",[46]
366,1584,"[[192, 99, 62, 65], [417, 186, 95, 136], [378, 346, 129, 132], [188, 354, 61, 65]]","[(224, 131), (485, 254), (444, 412), (220, 386)]","[32, 68, 66, 32]"
367,1585,"[[190, 42, 128, 134], [268, 188, 129, 136], [106, 188, 128, 131], [1, 185, 71, 136], [1, 354, 32, 117], [86, 351, 131, 136], [269, 352, 130, 133]]","[(257, 109), (336, 256), (171, 253), (69, 253), (59, 412), (154, 419), (335, 418)]","[67, 68, 65, 68, 58, 68, 66]"
368,1594,"[[178, 99, 74, 76], [376, 57, 129, 134]]","[(216, 137), (443, 124)]","[38, 67]"
369,1595,"[[85, 61, 130, 132], [268, 63, 133, 132], [1, 68, 29, 110]]","[(151, 127), (334, 129), (56, 123)]","[66, 66, 55]"
370,1606,"[[443, 128, 47, 46]]","[(466, 151)]",[23]
371,1660,"[[300, 425, 75, 66]]","[(337, 462)]",[37]
372,1661,"[[72, 422, 78, 68], [318, 419, 78, 68]]","[(111, 461), (357, 458)]","[39, 39]"
373,1670,"[[135, 226, 101, 90], [321, 223, 101, 93], [306, 0, 65, 17]]","[(185, 276), (371, 273), (338, -15)]","[50, 50, 32]"
374,1671,"[[33, 220, 100, 93], [231, 209, 116, 110]]","[(83, 270), (289, 267)]","[50, 58]"
375,1673,"[[46, 313, 57, 53]]","[(74, 341)]",[28]
376,1712,"[[477, 349, 34, 95]]","[(524, 396)]",[47]
377,1713,"[[4, 346, 112, 103], [168, 339, 110, 101], [324, 336, 112, 101]]","[(60, 402), (223, 394), (380, 392)]","[56, 55, 56]"
378,1714,"[[24, 178, 85, 79], [334, 339, 86, 78]]","[(66, 220), (377, 382)]","[42, 43]"
379,1715,"[[267, 161, 72, 62], [354, 159, 68, 62]]","[(303, 197), (388, 193)]","[36, 34]"
380,1716,"[[198, 469, 116, 42]]","[(256, 527)]",[58]
381,1723,"[[13, 50, 84, 77], [183, 47, 75, 63]]","[(55, 92), (220, 84)]","[42, 37]"
382,1724,"[[24, 26, 111, 103], [194, 39, 85, 79], [350, 197, 88, 81], [188, 173, 114, 107], [359, 354, 106, 96], [191, 365, 124, 114], [39, 369, 83, 78]]","[(79, 81), (236, 81), (394, 241), (245, 230), (412, 407), (253, 427), (80, 410)]","[55, 42, 44, 57, 53, 62, 41]"
383,1725,"[[261, 63, 83, 75], [464, 58, 46, 84], [266, 272, 84, 71], [468, 265, 43, 78], [275, 473, 71, 37], [26, 395, 64, 50]]","[(302, 104), (506, 100), (308, 314), (507, 304), (310, 508), (58, 427)]","[41, 42, 42, 39, 35, 32]"
384,1726,"[[0, 58, 77, 81], [196, 0, 123, 111], [1, 266, 79, 77]]","[(37, 98), (257, 50), (40, 305)]","[40, 61, 39]"
385,1733,"[[188, 63, 90, 78], [340, 52, 104, 93]]","[(233, 108), (392, 104)]","[45, 52]"
386,1734,"[[46, 79, 73, 63], [370, 55, 105, 101], [393, 212, 74, 66]]","[(82, 115), (422, 107), (430, 249)]","[36, 52, 37]"
387,1735,"[[270, 163, 88, 80], [276, 2, 72, 60], [474, 159, 37, 80], [21, 427, 50, 41]]","[(314, 207), (312, 38), (514, 199), (46, 452)]","[44, 36, 40, 25]"
388,1736,"[[1, 160, 86, 76]]","[(44, 203)]",[43]
389,1742,"[[286, 263, 47, 36], [291, 347, 43, 33]]","[(309, 286), (312, 368)]","[23, 21]"
390,1744,"[[158, 224, 84, 76], [197, 99, 53, 43]]","[(200, 266), (223, 125)]","[42, 26]"
391,1755,"[[190, 268, 89, 83], [297, 267, 93, 80]]","[(234, 312), (343, 313)]","[44, 46]"
392,1774,"[[175, 298, 82, 79], [277, 315, 62, 57], [474, 316, 37, 65]]","[(216, 339), (308, 346), (506, 348)]","[41, 31, 32]"
393,1775,"[[0, 317, 65, 62]]","[(33, 349)]",[32]
394,1793,"[[489, 136, 22, 71]]","[(524, 171)]",[35]
395,1794,"[[14, 131, 92, 82]]","[(60, 177)]",[46]
396,1799,"[[406, 59, 25, 25], [460, 60, 23, 22]]","[(418, 71), (471, 71)]","[12, 11]"
397,1828,"[[423, 428, 55, 52]]","[(450, 455)]",[27]
398,1829,"[[176, 232, 63, 56]]","[(207, 263)]",[31]
399,1833,"[[324, 422, 88, 87]]","[(368, 466)]",[44]
400,1834,"[[33, 320, 121, 124], [238, 225, 56, 53]]","[(95, 382), (266, 253)]","[62, 28]"
401,1836,"[[284, 291, 129, 123], [171, 458, 118, 53], [20, 498, 84, 12]]","[(348, 355), (230, 517), (62, 540)]","[64, 59, 42]"
402,1838,"[[198, 443, 36, 34]]","[(216, 461)]",[18]
403,1843,"[[276, 67, 88, 88], [398, 100, 88, 86], [446, 1, 65, 69], [324, 0, 87, 37], [246, 208, 121, 124], [406, 297, 88, 90], [493, 215, 19, 70], [317, 389, 89, 89]]","[(320, 111), (442, 144), (480, 35), (367, -6), (308, 270), (451, 342), (528, 250), (361, 433)]","[44, 44, 34, 43, 62, 45, 35, 44]"
404,1844,"[[18, 205, 89, 91], [179, 342, 92, 93], [1, 304, 19, 77], [96, 436, 89, 74]]","[(63, 250), (225, 388), (39, 342), (140, 480)]","[45, 46, 38, 44]"
405,1845,"[[82, 217, 84, 82], [171, 72, 137, 138], [345, 125, 83, 80], [243, 242, 87, 80], [367, 340, 77, 76], [458, 225, 53, 82], [164, 446, 75, 64], [477, 31, 35, 104]]","[(124, 259), (240, 141), (386, 166), (286, 285), (405, 378), (499, 266), (201, 483), (529, 83)]","[42, 69, 41, 43, 38, 41, 37, 52]"
406,1846,"[[2, 226, 67, 81], [1, 22, 126, 123], [170, 1, 119, 98]]","[(42, 266), (64, 85), (229, 60)]","[40, 63, 59]"
407,1847,"[[103, 260, 29, 22], [131, 383, 28, 24], [196, 463, 48, 44], [341, 433, 64, 58], [367, 329, 54, 49]]","[(117, 274), (145, 397), (220, 487), (373, 465), (394, 356)]","[14, 14, 24, 32, 27]"
408,1853,"[[181, 36, 124, 123], [481, 58, 31, 85], [334, 192, 90, 90], [182, 305, 129, 129], [408, 420, 70, 69]]","[(243, 98), (523, 100), (379, 237), (246, 369), (443, 455)]","[62, 42, 45, 64, 35]"
409,1854,"[[7, 54, 90, 91], [93, 0, 91, 51], [281, 44, 88, 89], [192, 137, 89, 87], [407, 148, 105, 122], [103, 227, 91, 90], [264, 295, 121, 123], [405, 409, 91, 91], [109, 453, 121, 59]]","[(52, 99), (138, 6), (325, 88), (236, 181), (468, 209), (148, 272), (325, 356), (450, 454), (169, 513)]","[45, 45, 44, 44, 61, 45, 61, 45, 60]"
410,1855,"[[70, 66, 75, 73], [214, 104, 76, 74], [166, 1, 74, 43], [0, 146, 58, 124], [119, 237, 75, 73], [26, 336, 71, 68], [1, 419, 20, 75]]","[(107, 103), (252, 142), (203, 38), (-4, 208), (156, 274), (61, 371), (38, 456)]","[37, 38, 37, 62, 37, 35, 37]"
411,1856,"[[209, 270, 85, 81], [280, 206, 72, 70], [467, 227, 44, 63], [409, 317, 73, 65], [350, 407, 55, 49], [473, 417, 39, 35], [413, 53, 60, 52]]","[(251, 312), (316, 242), (498, 258), (445, 353), (377, 434), (492, 436), (443, 83)]","[42, 36, 31, 36, 27, 19, 30]"
412,1857,"[[50, 151, 72, 67], [126, 208, 65, 59], [1, 228, 56, 62], [31, 378, 41, 36], [2, 417, 36, 36], [196, 1, 49, 31], [346, 0, 55, 16]]","[(86, 187), (158, 240), (32, 259), (51, 398), (20, 435), (220, 25), (373, -11)]","[36, 32, 31, 20, 18, 24, 27]"
413,1863,"[[262, 97, 68, 69], [478, 161, 34, 68], [450, 381, 62, 91]]","[(296, 131), (512, 195), (495, 426)]","[34, 34, 45]"
414,1864,"[[4, 161, 68, 66], [182, 187, 71, 70], [0, 384, 65, 85], [398, 350, 66, 61], [486, 425, 26, 56], [332, 39, 68, 67], [412, 1, 80, 24], [107, 1, 123, 100]]","[(38, 195), (217, 222), (23, 426), (431, 383), (514, 453), (366, 73), (452, 41), (168, 62)]","[34, 35, 42, 33, 28, 34, 40, 61]"
415,1865,"[[10, 426, 57, 55], [96, 496, 50, 15], [494, 471, 18, 41]]","[(38, 454), (121, 521), (514, 491)]","[28, 25, 20]"
416,1866,"[[118, 50, 28, 23], [319, 285, 51, 46], [70, 304, 113, 108], [180, 418, 114, 93], [17, 464, 69, 45]]","[(132, 64), (344, 310), (126, 360), (237, 475), (51, 498)]","[14, 25, 56, 57, 34]"
417,1871,"[[361, 336, 100, 101], [476, 453, 36, 59]]","[(411, 386), (505, 482)]","[50, 29]"
418,1872,"[[136, 264, 127, 128], [313, 438, 125, 73], [1, 448, 102, 61]]","[(200, 328), (375, 500), (52, 499)]","[64, 62, 51]"
419,1873,"[[27, 157, 89, 89], [233, 218, 90, 89], [340, 42, 89, 91], [483, 346, 29, 90], [386, 453, 103, 57]]","[(71, 201), (278, 263), (385, 87), (528, 391), (437, 504)]","[44, 45, 45, 45, 51]"
420,1874,"[[5, 341, 105, 101], [156, 468, 100, 44], [149, 193, 85, 84], [336, 187, 107, 103], [228, 96, 89, 87]]","[(57, 393), (206, 518), (191, 235), (389, 240), (272, 140)]","[52, 50, 42, 53, 44]"
421,1875,"[[93, 23, 58, 56], [396, 186, 113, 113], [338, 334, 115, 111], [486, 401, 26, 90], [290, 482, 100, 30], [493, 0, 19, 50]]","[(122, 52), (452, 242), (395, 391), (531, 446), (340, 532), (518, 25)]","[29, 56, 57, 45, 50, 25]"
422,1876,"[[1, 194, 33, 100], [71, 241, 112, 110], [10, 390, 113, 110], [128, 92, 112, 109], [180, 1, 114, 52], [18, 1, 66, 53]]","[(51, 244), (127, 297), (66, 446), (184, 148), (237, 58), (51, 34)]","[50, 56, 56, 56, 57, 33]"
423,1880,"[[286, 325, 121, 120], [427, 213, 84, 125]]","[(346, 385), (489, 275)]","[60, 62]"
424,1881,"[[0, 215, 74, 121], [115, 330, 122, 121], [343, 257, 128, 130], [205, 122, 129, 129], [475, 1, 36, 73], [488, 412, 24, 91], [296, 490, 91, 21]]","[(14, 275), (176, 391), (408, 322), (269, 186), (511, 37), (533, 457), (341, 535)]","[60, 61, 65, 64, 36, 45, 45]"
425,1882,"[[2, 0, 101, 76], [312, 1, 126, 89], [133, 105, 104, 102], [240, 208, 123, 124], [12, 397, 122, 112]]","[(52, 26), (375, 64), (185, 157), (302, 270), (73, 458)]","[50, 63, 52, 62, 61]"
426,1883,"[[385, 2, 104, 77], [392, 308, 67, 66]]","[(437, 54), (425, 341)]","[52, 33]"
427,1884,"[[28, 141, 102, 102], [155, 0, 102, 96], [461, 284, 49, 76]]","[(79, 192), (206, 45), (499, 322)]","[51, 51, 38]"
428,1885,"[[0, 287, 62, 72], [220, 225, 75, 71], [429, 63, 81, 111], [283, 7, 115, 112]]","[(26, 323), (257, 262), (484, 118), (340, 64)]","[36, 37, 55, 57]"
429,1886,"[[0, 62, 70, 111], [20, -1, 96, 27]]","[(15, 117), (68, 47)]","[55, 48]"
430,1890,"[[333, 22, 124, 122]]","[(395, 84)]",[62]
431,1891,"[[37, 24, 122, 122], [281, 14, 122, 120]]","[(98, 85), (342, 75)]","[61, 61]"
432,1892,"[[17, 1, 116, 43]]","[(75, 59)]",[58]
433,1904,"[[294, 138, 101, 95], [445, 261, 66, 95]]","[(344, 188), (492, 308)]","[50, 47]"
434,1905,"[[72, 136, 58, 53], [1, 261, 68, 96], [84, 356, 75, 71], [207, 456, 75, 55], [273, 183, 109, 107], [402, 26, 106, 107]]","[(101, 165), (49, 309), (121, 393), (244, 493), (327, 237), (455, 79)]","[29, 48, 37, 37, 54, 53]"
435,1906,"[[0, 30, 35, 99], [412, 380, 65, 64]]","[(-14, 79), (444, 412)]","[49, 32]"
436,1911,"[[472, 76, 39, 90], [379, 1, 98, 89]]","[(517, 121), (428, 50)]","[45, 49]"
437,1912,"[[395, 256, 84, 77], [1, 72, 95, 96]]","[(437, 298), (49, 120)]","[42, 48]"
438,1915,"[[207, 1, 76, 52]]","[(245, 39)]",[38]
439,1916,"[[307, 26, 72, 73]]","[(343, 62)]",[36]
440,1923,"[[182, 461, 76, 50]]","[(220, 499)]",[38]
441,1933,"[[82, 112, 76, 71], [134, 46, 77, 71], [183, 0, 76, 57]]","[(120, 150), (172, 84), (221, 19)]","[38, 38, 38]"
442,1935,"[[385, 85, 80, 73], [454, 52, 58, 73]]","[(425, 125), (490, 88)]","[40, 36]"
443,1936,"[[0, 52, 58, 73]]","[(22, 88)]",[36]
444,1937,"[[272, 126, 25, 22]]","[(284, 138)]",[12]
445,1956,"[[262, 299, 57, 54], [333, 357, 56, 53]]","[(290, 327), (361, 385)]","[28, 28]"
446,1957,"[[125, 470, 53, 41]]","[(151, 496)]",[26]
447,1965,"[[472, 466, 40, 45]]","[(494, 488)]",[22]
448,1966,"[[1, 465, 54, 46]]","[(28, 492)]",[27]
449,1967,"[[54, 80, 55, 53], [126, 1, 53, 46]]","[(81, 107), (152, 27)]","[27, 26]"
450,1974,"[[194, 433, 64, 58], [282, 330, 59, 54], [451, 119, 60, 57]]","[(226, 465), (311, 359), (481, 149)]","[32, 29, 30]"
451,1975,"[[0, 119, 39, 58], [340, 414, 67, 64], [448, 282, 63, 61], [472, 0, 40, 45]]","[(10, 148), (373, 447), (479, 313), (494, 23)]","[29, 33, 31, 22]"
452,1976,"[[202, 471, 70, 41], [108, 394, 55, 53], [1, 282, 35, 63], [0, 0, 56, 45]]","[(237, 506), (135, 421), (32, 313), (28, 28)]","[35, 27, 31, 28]"
453,1983,"[[213, 397, 81, 73], [327, 254, 80, 71]]","[(253, 437), (367, 294)]","[40, 40]"
454,1984,"[[475, 100, 37, 55], [493, 338, 18, 58]]","[(502, 127), (522, 367)]","[27, 29]"
455,1985,"[[1, 100, 58, 55], [19, 334, 70, 65], [258, 309, 65, 62], [389, 362, 56, 52], [470, 47, 42, 62]]","[(30, 129), (54, 369), (290, 341), (417, 390), (501, 78)]","[29, 35, 32, 28, 31]"
456,1986,"[[98, 128, 73, 72], [1, 47, 60, 62], [201, 1, 72, 66]]","[(134, 164), (32, 78), (237, 37)]","[36, 31, 36]"
457,1992,"[[339, 372, 73, 62]]","[(375, 408)]",[36]
458,1993,"[[308, 112, 60, 55], [358, 37, 70, 63]]","[(338, 142), (393, 72)]","[30, 35]"
459,1995,"[[232, 82, 56, 52]]","[(260, 110)]",[28]
460,2003,"[[165, 449, 108, 62], [306, 370, 109, 102], [448, 286, 63, 104], [494, 469, 18, 43]]","[(219, 503), (360, 424), (500, 338), (515, 490)]","[54, 54, 52, 21]"
461,2004,"[[0, 287, 80, 102], [19, 444, 143, 67], [436, 1, 76, 97]]","[(29, 338), (90, 515), (484, 49)]","[51, 71, 48]"
462,2005,"[[60, 161, 149, 145], [0, 1, 73, 97], [253, 48, 148, 148], [115, 0, 79, 17], [452, 0, 60, 72]]","[(134, 235), (25, 49), (327, 122), (154, -22), (488, 36)]","[74, 48, 74, 39, 36]"
463,2006,"[[1, 0, 95, 72], [407, 385, 42, 41]]","[(48, 25), (428, 406)]","[47, 21]"
464,2007,"[[63, 319, 42, 40]]","[(84, 340)]",[21]
465,2011,"[[405, 376, 104, 103]]","[(457, 428)]",[52]
